City,Street,Lat,Long,Region,Partner,Bonus,Materials
Абакан,"Республика Хакасия, г Абакан, ул Дивногорская, 57","53,42577","91,29206",Республика Хакасия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Абинск,"Краснодарский край, г Абинск, ул Советов, 118","44,8608","38,1539",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Адыгейск,"Республика Адыгея, г Адыгейск, ул Чайковского, 4","44,8778","39,188939",Республика Адыгея,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ак-Довурак,"Республика Тыва, г Ак-Довурак, ул Центральная, 9","51,1794","90,5875",Республика Тыва,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Алатырь,"Чувашская республика, г Алатырь, ул 40 лет Победы, 79","54,4932","46,3316",Чувашская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Алейск,"Алтайский край, г Алейск, пер Ульяновский, 94","52,285","82,454",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Александров,"Владимирская область, г Александров, ул Двориковское шоссе, 36","56,4031","38,6947",Владимирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Алексеевка,"Белгородская область, г Алексеевка, ул Кирова, 57","50,641825","38,646144",Белгородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Алексин,"Тульская область, г Алексин, ул Матросова, 23","54,035","37,0675",Тульская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Альметьевск,"Республика Татарстан, г Альметьевск, пр-кт Строителей, 24","54,899186","52,270367",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ангарск,"Иркутская область, г Ангарск, кв-л 211-й, 5","52,5667","103,9",Иркутская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Анжеро-Судженск,"Кемеровская область, г Анжеро-Судженск, ул Просвещения, 29","56,067851","86,056219",Кемеровская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Апатиты,"Мурманская область, г Апатиты, ул Бредова, 19","67,5608","33,4114",Мурманская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Апшеронск,"Краснодарский край, г Апшеронск, ул Комарова, 77","44,4786","39,7317",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Арзамас,"Нижегородская область, г Арзамас, ул Мира, 5","55,405815","43,837089",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Армавир,"Краснодарский край, г Армавир, ул Советской Армии, 179","45,0019","41,1247",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Арсеньев,"Приморский край, г Арсеньев, ул Жуковского, 19","44,0933","133,1543",Приморский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Архангельск,"Архангельская область, г Архангельск, наб Северной Двины, 115","64,5544","40,5167",Архангельская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Астрахань,"Астраханская область, г Астрахань, ул Адмирала Нахимова, 102",46,48,Астраханская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ачинск,"Красноярский край, г Ачинск, мкр 1-й, 34","56,2606","90,4875",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Аша,"Челябинская область, г Аша, ул Златоустовская, 35","55,014568","57,219393",Челябинская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Баймак,"Республика Башкортостан, г Баймак, ул М.Горького, 6","52,7933","58,4219",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Баксан,"Кабардино-Балкарская республика, г Баксан, ул Баксанова, 4","43,6007","43,5442",Кабардино-Балкарская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Балаково,"Саратовская область, г Балаково, ул Красноармейская, 21","52,026485","47,779282",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Балахна,"Нижегородская область, г Балахна, ул Космонавтов, 21","56,5167","43,5589",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Балашиха,"Московская область, г Балашиха, проезд Ласточкин, 1","55,82079","37,949135",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Балашов,"Саратовская область, г Балашов, ул 9 Января, 110","51,5561","43,1767",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Барабинск,"Новосибирская область, г Барабинск, ул Газовиков, 6","55,3636","78,3475",Новосибирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Барнаул,"Алтайский край, г Барнаул, пр-кт Дзержинского, 15","53,2578","83,6922",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Барнаул,"Алтайский край, г Барнаул, ул Малахова, 46","53,22127","83,42495",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Батайск,"Ростовская область, г Батайск, ул Калинина, 73","47,137996","39,729954",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бахчисарай,"Республика Крым, г Бахчисарай, ул Фрунзе, 50","44,742664","33,844439",Республика Крым,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белая Калитва,"Ростовская область, г Белая Калитва, ул Комарова, 70","48,3086","40,815",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белгород,"Белгородская область, г Белгород, ул Ватутина, Мих.Шоссе д.24","50,5828","36,6469",Белгородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белинский,"Пензенская область, г Белинский, ул Ленина, 37","52,9689","43,4047",Пензенская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белово,"Кемеровская область, г Белово, ул Пролетарская, 101","54,4106","86,2892",Кемеровская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белогорск,"Амурская область, г Белогорск, ул Почтовая, 16","50,9222","128,4647",Амурская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белозерск,"Вологодская область, г Белозерск, ул Энгельса, 12","60,0303","37,7761",Вологодская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белорецк,"Республика Башкортостан, г Белорецк, ул Карла Маркса, 100","53,9725","58,41844",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Белореченск,"Краснодарский край, г Белореченск, ул Ленина, 72","44,7606","39,1419",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бердск,"Новосибирская область, г Бердск, ул Суворова, 26","54,7611","83,0914",Новосибирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Березники,"Пермский край, г Березники, пр-кт Ленина, 45","59,4108","56,7922",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Березовский,"Свердловская область, г Березовский, ул Мира, 25","56,898152","60,822745",Свердловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бийск,"Алтайский край, г Бийск, пер Камчатский, 7","52,32218","85,10406",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Биробиджан,"Еврейская автономная область, г Биробиджан, ул Биршоссе 2 км, 23","48,784848","132,902286",Еврейская автономная область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бирск,"Республика Башкортостан, г Бирск, ул Мира, 30","55,5641","55,4163",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Благовещенск,"Амурская область, г Благовещенск, ул Воронкова, 22","50,3081","127,514",Амурская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бобров,"Воронежская область, г Бобров, ул Молодогвардейцев, 70","51,051","40,012",Воронежская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Богородск,"Нижегородская область, г Богородск, ул Котельникова, 36","56,1525","43,8764",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бокситогорск,"Ленинградская область, г Бокситогорск, ул Вишнякова, 21","59,2832","33,517",Ленинградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Болгар,"Республика Татарстан, г Болгар, ул Нагаева, 59","54,977088","49,029208",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Большой Камень,"Приморский край, г Большой Камень, ул Академика Крылова, 8",43,132,Приморский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бор,"Нижегородская область, г Бор, ул Интернациональная, 24","56,361489","44,059314",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Борисоглебск,"Воронежская область, г Борисоглебск, ул 40 лет Октября, 92","51,3731","42,0678",Воронежская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Боровск,"Калужская область, г Боровск, ул Ленина, 80","55,6042","36,9403",Калужская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Брянск,"Брянская область, г Брянск, пер 2-й Советский, 7","53,253743","34,353281",Брянская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бугульма,"Республика Татарстан, г Бугульма, ул Красноармейская, 25","54,540023","52,780025",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Буденновск,"Ставропольский край, г Буденновск, пр-кт Чехова, 181 2","44,1261","44,2597",Ставропольский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бузулук,"Оренбургская область, г Бузулук, ул Чапаева, 8","52,7867","52,2617",Оренбургская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Буй,"Костромская область, г Буй, ул Коммунистов, 25","58,4717","41,3572",Костромская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Буйнакск,"Республика Дагестан, г Буйнакск, тер с/т Герей-авлак, ул.Степная 100","42,829291","47,079184",Республика Дагестан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Бутурлиновка,"Воронежская область, г Бутурлиновка, ул Блинова, 34","50,8192","40,5864",Воронежская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Велиж,"Смоленская область, г Велиж, ул Кропоткина, 6","55,6029","31,1944",Смоленская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Великие Луки,"Псковская область, г Великие Луки, ул Гоголя, 5","56,35789","30,568235",Псковская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Великий Новгород,"Новгородская область, г Великий Новгород, пр-кт Александра Корсунова, 36-3","58,5167","31,25",Новгородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Великий Устюг,"Вологодская область, г Великий Устюг, ул Неводчикова, 5","60,766629","46,283561",Вологодская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Верещагино,"Пермский край, г Верещагино, ул К.Маркса, 3","58,1017","54,1131",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Верхний Уфалей,"Челябинская область, г Верхний Уфалей, ул Свердлова, 70","56,05288","60,225014",Челябинская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Верхняя Салда,"Свердловская область, г Верхняя Салда, ул Крупской, 5","58,050578","60,526375",Свердловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ветлуга,"Нижегородская область, г Ветлуга, ул Штурмина, 118","57,8567","45,7774",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Видное,"Московская область, г Видное, ул Ермолинская, 3","55,3219","37,43",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Вихоревка,"Иркутская область, г Вихоревка, ул Горького, 5","56,1294","101,1803",Иркутская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Владивосток,"Приморский край, г Владивосток, пр-кт 100-летия Владивостока, 136","43,179584","131,920297",Приморский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Владикавказ,"Республика Северная Осетия - Алания, г Владикавказ, пр-кт Доватора, 43","43,025922","44,655657",Республика Северная Осетия - Алания,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Владимир,"Владимирская область, г Владимир, пр-кт Ленина, 47","56,1183","40,3558",Владимирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волгоград,"Волгоградская область, г Волгоград, б-р 30-летия Победы, 40","48,7578","44,5044",Волгоградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волгоград,"Волгоградская область, г Волгоград, ул им Циолковского, 17","48,6833","44,5",Волгоградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волгодонск,"Ростовская область, г Волгодонск, пр-кт Курчатова, 47","47,8667","42,3333",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волжск,"Республика Марий Эл, г Волжск, ул 107 Бригады, 1 1","55,885576","48,376609",Республика Марий Эл,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волжский,"Волгоградская область, г Волжский, пр-кт Ленина, 279","48,766956","44,779607",Волгоградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Вологда,"Вологодская область, г Вологда, ул Вологодская, 8","59,2475","39,8339",Вологодская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Волхов,"Ленинградская область, г Волхов, ул Вали Голубевой, 15 32","59,9272","32,3069",Ленинградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Вольск,"Саратовская область, г Вольск, ул Комсомольская, 235","52,03433","47,2164",Саратовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Воркута,"Республика Коми, г Воркута, ул Ленина, 70","64,5075","64,0661",Республика Коми,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Воронеж,"Воронежская область, г Воронеж, б-р Победы, 9","51,7122","39,1694",Воронежская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Воронеж,"Воронежская область, г Воронеж, ул Чайковского, 3","51,6733","39,2075",Воронежская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Воткинск,"Удмуртская республика, г Воткинск, ул 1 Мая, 132","57,066583","53,997155",Удмуртская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Всеволожск,"Ленинградская область, г Всеволожск, ш Колтушское, 214","60,0094","30,6656",Ленинградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Выкса,"Нижегородская область, г Выкса, ул Симы Битковой, 1","55,3186","42,1703",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Вязьма,"Смоленская область, г Вязьма, ул Комсомольская, 150","55,2272","34,2531",Смоленская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Гаврилов-Ям,"Ярославская область, г Гаврилов-Ям, пл Советская, 8","57,3119","39,8533",Ярославская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Гатчина,"Ленинградская область, г Гатчина, пр-кт 25 Октября, 10","59,654","29,455",Ленинградская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Геленджик,"Краснодарский край, г Геленджик, ул Луначарского, 6","44,5608","38,0925",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Глазов,"Удмуртская республика, г Глазов, ул Драгунова, 13","57,95654","52,66822",Удмуртская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Горно-Алтайск,"Республика Алтай, г Горно-Алтайск, пр-кт Коммунистический, 162","51,9625","85,9122",Республика Алтай,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Городской округ Черноголовка,"Московская область, г Городской округ Черноголовка, пр-кт Институтский, 6",56,38,Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Грозный,"Чеченская республика, г Грозный, пр-кт А.А.Кадырова, 74 100","43,3053","45,7044",Чеченская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Губкинский,"Ямало-Ненецкий автономный округ, г Губкинский, ул Магистральная, 59","64,437826","76,479463",Ямало-Ненецкий автономный округ,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Гуково,"Ростовская область, г Гуково, ул Магистральная, 30","48,0439","39,9253",Ростовская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Гулькевичи,"Краснодарский край, г Гулькевичи, ул Заречная, 269","45,3567","40,6725",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Гурьевск,"Кемеровская область, г Гурьевск, ул Кирова, 34","54,284","85,941",Кемеровская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Гусиноозерск,"Республика Бурятия, г Гусиноозерск, ул Ленина, 26","51,2867","106,5333",Республика Бурятия,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Гусь-Хрустальный,"Владимирская область, г Гусь-Хрустальный, пр-кт 50 лет Советской Власти, 45","55,6094","40,645",Владимирская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Афонино,"Нижегородская область, д Афонино, ул Магистральная, 132","56,2561","44,0967",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Батино,"Калужская область, д Батино, ул Лесная, 43","54,3645","35,2566",Калужская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Богданово,"Омская область, д Богданово, ул Центральная, 62","55,42315","73,58",Омская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Большое Буяново,"Чувашская республика, д Большое Буяново, ул Карла Маркса, 41","54,9019","47,6119",Чувашская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Великая Лука,"Рязанская область, д Великая Лука, ул Центральная, 15","53,839969","39,849312",Рязанская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Ворошнево,"Курская область, д Ворошнево, 39","51,653863","36,04871",Курская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Воскресенское,"Республика Башкортостан, д Воскресенское, ул 70 лет Октября, 25",52,56,Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Губцево,"Москва, д Губцево, ул Дорожная, 10","55,510227","37,246819",Москва,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Зорино,"Вологодская область, д Зорино, 94","59,9067","37,6812",Вологодская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Кабаново (Горское с/п),"Московская область, д Кабаново (Горское с/п), 90","55,7478","38,9344",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Каликино (Кантауровский с/с),"Нижегородская область, д Каликино (Кантауровский с/с), ул Октябрьская, 5","56,5453","44,0569",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Каменное,"Нижегородская область, д Каменное, ул Заречная, 49","58,2231","43,8761",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Катарач,"Свердловская область, д Катарач, ул Алешина, 22","57,0164","63,2331",Свердловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Квасовка,"Омская область, д Квасовка, ул Центральная, 60","55,2667","72,78081",Омская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Кобяково (гп Голицыно),"Московская область, д Кобяково (гп Голицыно), ул Лесная, 26","55,3547","37,0105",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Кондратово,"Пермский край, д Кондратово, ул Садовое Кольцо, 2","57,976043","56,11076",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Котяминер,"Республика Марий Эл, д Котяминер, ул Котяминерская, 1","56,818121","49,373509",Республика Марий Эл,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Куда,"Иркутская область, д Куда, ул Ленина, 35","52,2164","104,3017",Иркутская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Куйта,"Иркутская область, д Куйта, ул Центральная, 32","52,7008","102,7042",Иркутская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Малая Бодья,"Удмуртская республика, д Малая Бодья, ул Трактовая, 11","56,5664","53,0486",Удмуртская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Марусино,"Московская область, д Марусино, ул Заречная, 11 кор.7","55,691046","37,974699",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Мезенцы,"Пермский край, д Мезенцы, ул Центральная, 14","57,06844","56,979059",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Мокроусово,"Республика Башкортостан, д Мокроусово, ул Новая, 38","54,5633","55,9578",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Никульское,"Нижегородская область, д Никульское, ул Дорожная, 235","56,2731","44,0942",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Новые Тренькасы,"Чувашская республика, д Новые Тренькасы, ул Молодежная, 7","56,007799","47,420062",Чувашская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Олониха,"Нижегородская область, д Олониха, ул Нижняя, 69","56,8997","44,7067",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Песчанка,"Брянская область, д Песчанка, ул Мира, 3","52,852484","32,622538",Брянская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Подгороднее,"Тверская область, д Подгороднее, ш Торопецкое, 8","56,957647","31,377649",Тверская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Рязановка,"Республика Башкортостан, д Рязановка, ул Центральная, 164","53,6825","55,7306",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Скворцово,"Тверская область, д Скворцово, ул Центральная, 66","56,453508","31,358417",Тверская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Соколовка,"Удмуртская республика, д Соколовка, ул Советская, 15",56,53,Удмуртская республика,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Тарасково,"Московская область, д Тарасково, ул Комсомольская, 45","54,8097","38,0267",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Трубицино,"Липецкая область, д Трубицино, ул Центральная, 95","52,5739","38,7481",Липецкая область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Чишма-Уракаево,"Республика Башкортостан, д Чишма-Уракаево, ул Центральная, 1","56,0869","56,5792",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
д. Шиши,"Свердловская область, д Шиши, ул Ленина, 21","56,755","61,4042",Свердловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Далматово,"Курганская область, г Далматово, ул Ленина, 63","56,2514","62,9186",Курганская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Дальнегорск,"Приморский край, г Дальнегорск, пр-кт 50 лет Октября, 62","44,5622","135,0592",Приморский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Дедовск,"Московская область, г Дедовск, ул Космонавта Комарова, 10","55,86547","37,1252",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Джанкой,"Республика Крым, г Джанкой, ул Крупской, 151","45,7248","34,4209",Республика Крым,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Дзержинск,"Нижегородская область, г Дзержинск, пр-кт Ленина, 89","56,2394","43,4806",Нижегородская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Димитровград,"Ульяновская область, г Димитровград, пр-кт Автостроителей, 53","54,2161","49,5856",Ульяновская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Дмитров,"Московская область, г Дмитров, мкр им А.Маркова, 41","56,3497","37,5292",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Добрянка,"Пермский край, г Добрянка, ул Исупова, 4","58,4567","56,4261",Пермский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Долгопрудный,"Московская область, г Долгопрудный, проезд Лихачевский, 12","55,92","37,5039",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Донской,"Тульская область, г Донской, ул 30 лет Победы, 26","53,9833","38,3694",Тульская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Дудинка,"Красноярский край, г Дудинка, ул Окружная, 1","69,3944","86,2081",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Дюртюли,"Республика Башкортостан, г Дюртюли, ул Ленина, 32","55,4872","54,8567",Республика Башкортостан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Евпатория,"Республика Крым, г Евпатория, ул Вольная, 21","45,2053","33,3656",Республика Крым,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ейск,"Краснодарский край, г Ейск, ул Армавирская, 202","46,41168","38,15446",Краснодарский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Екатеринбург,"Свердловская область, г Екатеринбург, б-р Верх-Исетский, 25","56,8389","60,5694",Свердловская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Елец,"Липецкая область, г Елец, ул Комсомольская, 53","52,6217","38,4911",Липецкая область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Елизово,"Камчатский край, г Елизово, ул Рябикова, 51","53,1928","158,3856",Камчатский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Ессентуки,"Ставропольский край, г Ессентуки, ул Анджиевского, 47","44,0533","42,8797",Ставропольский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Железноводск,"Ставропольский край, г Железноводск, ул Ленина, 140","44,144135","43,002212",Ставропольский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Железногорск,"Красноярский край, г Железногорск, пр-кт Курчатова, 53","56,2336","93,5531",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Железнодорожный,"Московская область, г Железнодорожный, мкр Павлино, 39","55,725927","37,970321",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Жигулевск,"Самарская область, г Жигулевск, ул Морквашинская, 35","53,415136","49,529704",Самарская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Заводоуковск,"Тюменская область, г Заводоуковск, пер Блюхера, 1",56,66,Тюменская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Заволжск,"Ивановская область, г Заволжск, ул Почтовая, 4","57,7164","42,2867",Ивановская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Заинск,"Республика Татарстан, г Заинск, ул Казанская, напротив дома 7","55,288549","52,004346",Республика Татарстан,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Зарайск,"Московская область, г Зарайск, ул Московская, 103","54,7839","38,88745",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Заречный,"Пензенская область, г Заречный, ул Ахунская, 7","53,1853","45,1725",Пензенская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Заринск,"Алтайский край, г Заринск, ул Молодежная, 91","53,43","84,54",Алтайский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Звенигород,"Московская область, г Звенигород, ул Депутатская, 7","55,4344","36,5104",Московская область,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Зеленогорск,"Красноярский край, г Зеленогорск, ул Бортникова, 11","56,1031","94,5853",Красноярский край,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
Зеленоград,"Москва, г Зеленоград, аллея Озерная, 701","55,986428","37,228378",Москва,Муниципалитет,Бонусов нет,Пластик; Бумага; Стекло
