City,Street,Lat,Long,Rating,Note1,Partner,Bonus,Materials
Москва,"пр-т Ленинградский, д. 27","55,774988","37,627687",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Мытищи,Олимпийский проспект д. 21 к1,"55,7756080627441","37,6429786682129","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Куусинена, д. 4а, к. 1","55,777054","38,671575",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Одинцово,ул. Маковского 2а,"55,780203","37,633949","4,4",Закроется в 23:30,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Братеевская, д. 37, к. 1","55,780279","37,516602",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Красногорск,"ш. Ильинское, д. 1А","55,781626","37,580894","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Жуковский,"ул. Гудкова, д. 3Б","55,78197","37,670115","4,9",Спешим открыться после ремонта 15 октября,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"п. Кокошкино ул. Школьная, д. 1","55,783109","37,632763","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Краснознаменск,"ул. Победы, д. 13 А","55,783605","37,721292","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Подольск,"ул. Клемента Готвальда, д. 6а","55,784","37,63562","4,8",Возобновим работу в сентябре!,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Смоленская, д. 6","55,787356","37,682835",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Одинцово,"ул. Чистяковой, д. 62","55,790661","37,886447","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Красноармейск,"пр-т Ленина, д. 8А","55,792837","37,491512",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"1-я Бухвостова, 12/11к20","55,79303","37,936771","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Лобня,"ул. Московская, д. 9","55,797215","37,794603",,Спешим открыться 1 октября!,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Зои и Александра Космодемьянских, д. 17/2","55,79895","37,567671","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Мичуринский Проспект, Олимпийская Деревня, д. 4, к. 2","55,800387","37,50398","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Трофимова, д. 3","55,8015740981082","37,9828228809505","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Новочеремушкинская, д. 24","55,803651","37,824679","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Верхняя Радищевская, д. 22","55,806444","37,842897","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
пгт. Селятино,"Наро-Фоминский район, пос. Селятино, ул. Спортивная,7","55,807395","37,580535","4,7",Закроется в 21:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Королев,"Проспект Космонавтов, д. 33, корп. 1","55,808923","37,462317","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Зеленоград,корпус 1406,"55,810425","37,704799","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Дегунинская, д. 10, к. 1","55,811103","37,730006","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Летчика Бабушкина, д. 31","55,8130574217249","38,9671040171965",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Большая Спасская , д. 8а, стр. 1","55,813663","37,338996",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Дубна,"ул. Понтекорво, д. 14","55,8160607790703","37,7149951878356","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Подольск,"ул. Садовая, д. 3, к. 3","55,817183","37,318658",5,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
п. Нахабино,"пгт.Нахабино, ул.Институтская, д.25","55,818159","37,340514","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Мытищи,"ул. Кадомцева, д. 6","55,820683","37,525872","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Большая Серпуховская , д. 50/2 стр. 1","55,820723","37,873952","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Подольск,"б-р Бородинский, д. 12","55,821371","37,587946",4,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Люберцы,"ул. Вертолетная, д. 42","55,82263","37,368272","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Маршала Захарова, д.16 к 2","55,822837","37,75726","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Космонавтов, д. 12","55,824127","37,969892","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"б-р Маршала Рокоссовского, д. 4","55,824369","37,622378","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Долгопрудный,"ул. Первомайская, д. 56Б","55,830498","37,453567","4,8",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Одинцово,"ш. Можайское, д. 153в","55,833046","37,595123","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Штурвальная , д. 3, стр. 1","55,835225","37,525809","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Наро-Фоминск,"пл. Свободы, д. 2","55,840856","37,236615",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Истра,Ленина 27,"55,84443","37,362855","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Щелково,пос. Чкаловский ул. Институтская 27А,"55,845501","37,438754","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Королев,"Вокзальный проезд, д. 3, пом. 2","55,846118","37,363376","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Юных Ленинцев, д. 115, стр. 2","55,846628","37,445725",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Подольск,ул.Кирова 54В,"55,847295","37,637569","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Тверская, д. 9","55,847705","37,370581","4,2",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Широкая, д. 1 к. 1","55,84918","37,520294","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр-т Кутузовский, д. 45, стр. 1","55,851844","37,646363","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Госпитальный Вал , д. 16/2","55,853213","38,441938","4,4",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Электросталь,"ул. Ялагина, д. 5","55,856159","37,567509","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Чехов,"ул. Первомайская, д. 33","55,858529","37,559847","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Старый Гай, д. 7","55,862141","37,436634","4,1",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Александры Монаховой, д. 94, к. 1","55,865263","37,661464",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Балашиха,"ш. Энтузиастов, вл. 11, стр. 4","55,86547","37,537649","4,5",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Большая Садовая, д. 1","55,867713","37,552741","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Планерная, д. 12, к. 1","55,870435","37,675002","4,9",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Подольск,"ул. Академика Доллежаля, д. 3, стр. 1","55,870642","37,641045",,Осенью откроем еще один ВкусВилл в Подольске!,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
п. Заречье,"ул. Заречная, д. 2","55,870713","37,71371","4,9",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Одинцово,"Можайское шоссе, д. 79а","55,872233","37,647944","4,6",Закроется в 23:30,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Подольск,ул. Ленинградская 17,"55,873642","37,609209","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Долгопрудный,"Моск. обл., г. Долгопрудный, пр-т Пацаева, 12б.","55,873784","37,521623","4,7",Закроется в 21:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Красногорск,"г. Красногорск, п. Отрадное Кленовая ул, дом № 5, помещение 15","55,874526","37,536329",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Профсоюзная, д. 128А","55,878662","37,71919",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Клин,"ул. Гагарина, д. 4/10","55,879526","37,696588","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Мосфильмовская, д. 53","55,880924","37,684748","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Зеленоград,корпус 612,"55,888427","37,649418","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Химки,ул. Московская 3,"55,88876","37,433526","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Университетский пр.,д.21 к 1","55,890058","37,587964","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Балашиха,"ул. Некрасова, д. 5","55,896761","37,396775","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"б-р Сиреневый, д. 69, к. 1","55,89825","37,455391","4,1",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Раменское,"ул. Крымская, д. 5","55,905492","38,041694","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Русаковская, д. 1","55,906592","37,728649","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Можайск,"г. Можайск, ул. Красных Партизан, д. 1","55,912173","37,549902",,Спешим открыться 10 октября!,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Рогачёвский пер., д. 4, к. 1","55,912905","37,860064","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Королев,"ул. Лесная, д. 12","55,915119","37,709488",,Зимой откроемся!,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр-т Мира, д. 56, стр. 2","55,915306","37,720106","4,1",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Балашиха,"ул. Адмирала Нахимова, д. 8А","55,917647","37,744459",,Спешим открыться 20 октября!,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Академика Бакулева, д. 6","55,918348","37,883186","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Большая Молчановка, д. 23, стр. 2","55,918847","37,812489",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Одинцово,"ул. Маршала Неделина, д. 9","55,921243","37,848547","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Чечерский проезд, д. 126","55,924088","37,725334","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Солнечногорск,"ул. Красная, д. 22 а","55,924835","37,82264","4,9",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Реутов,"ул. Реутовских Ополченцев, д. 2","55,933948","37,843202",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Ивантеевка,"ул. Толмачева, д. 11а","55,937185","37,497342",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Шарикоподшипниковская 36\18,"55,941097","37,491099","4,4",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Сеславинская, д. 24","55,942151","37,31793",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Фрязино,МО г. Фрязино ул. Проспект Мира 8,"55,948725","37,498025","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр. Одоевского, д. 11А, стр. 1","55,981414","37,162737","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Академика Пилюгина , д. 18","55,981419","37,104194","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Ленинский проспект 87,"56,008958","37,472135","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пл. Б.Сухаревская, д. 1/2, стр. 1","56,011897","37,475046",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр-т Нахимовский, д. 22","56,021774","37,85992","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Хоромный тупик, д. 2/6","56,023731","37,421138","4,9",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Народного Ополчения, д. 45","56,025351","37,474129",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Крылатская, д. 33, к. 3","56,123629","38,13599",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Балашиха,"мкр. Заря, ул. Маршала Батицкого, д. 12","56,175412","36,998939","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Старокачаловская, д. 5, стр. а","56,738745","37,168846","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр-т Ленинский, д. 70/11","55,083585","38,762601",,,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Матвеевская, д. 34, к. 1","55,3703124034911","39,0599085081172","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Новаторов, д. 16 к. 1","55,38572","36,744742","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Свободы, д. 12/8","55,416596","37,83536","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Щербинка,"ул. Барышевская Роща, д. 22","55,422952","37,488493",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Чонгарский бульвар, д.10, к.1","55,424735","37,494889","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Софьи Ковалевской, д. 4","55,425236","37,525154","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Героев Панфиловцев 16к1,"55,438542","37,751242","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Каховка, д. 19 к. 1","55,533129","37,525827","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Большая Спасская, д. 8, стр. 1а","55,542961","37,710162","4,6",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Фестивальная ул., д.2А","55,555255","37,708742","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Щепкина, д. 5, стр. 2","55,566807","37,576385","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Восточная, д. 2, к. 1","55,567051","37,480921",,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Ленинский проспект, д. 99","55,567535","37,573717","4,9",Закроется в 23:30,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул.Шоссейная, д.1/2, с. 2","55,568217","38,231194","4,7",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Химки,Совхозная 9,"55,576467","38,207559","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Арбат 17,"55,589554","37,373069","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Мурановская, 7","55,59428","37,604286","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Газопровод, д.1, корп. 6 А","55,595857","37,344664","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Улофа Пальме, д. 1","55,600206","37,589599","4,9",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"проспект Зеленый, д. 24г","55,600384","37,163393","4,6",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Псковская, д. 9 к. 1","55,600389","37,598995","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Гурьевский проезд, 25к1","55,601305","37,664635","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"г. Москва, 1-я Владимирская, 21","55,606822","37,589536","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул.Вешняковская д 29,"55,607956","37,754844","4,2",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"пр. Лубянский, д. 27/1 стр. 1","55,621374","37,739447","4,5",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"3-ий Крутицкий пер., д.13, с.2","55,621546","37,698223","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Шоссе Энтузиастов д.12 к2,"55,624027","37,707143","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"град Московский, ул. Радужная, д. 14, корп. 2","55,63194","37,48322","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Тульская Малая, д. 2/1 к. 4","55,632952","37,67864","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Гончарная, д. 38","55,636865","37,653812","4,4",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Родионовская, д. 12","55,6369","37,656586","4,2",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Строгинский бульвар, д. 30","55,637718","37,757485","4,3",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. 1-я Квесисская, д. 18","55,638247","37,326896","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. 9-я Парковая, д. 59, корп. 2","55,639984","37,523088","4,5",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Кронштадтский бульвар, д. 3, стр. 12","55,640111","37,532951","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,Ленинградский проспект 54/1,"55,647925","37,604753","4,3",Закроется в 23:45,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул.Б.Бронная 17,"55,648946","37,661725","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"проспект Мира, д. 116","55,653477","37,578406","4,6",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Митинская д.25,"55,65366","37,614365","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"проезд Дежнева, дом 27 корпус 1","55,654599","37,757","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"улица Симоновский Вал, 13с3","55,658043","37,203072","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Новопесчаная, 21к1","55,666228","37,570734","4,7",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Химки,"ул.Калинина, д.7","55,666888","37,860612","4,4",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Гурьянова, д. 3","55,667279","37,524678","4,5",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Михайлова, д. 22 к. 1","55,668011","37,906839","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Осенний бульвар, д. 12, корп. 6","55,669493","37,609766","4,7",Закроется в 23:30,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул.Перерва, д.41","55,670732","37,280956","4,6",Закроется в 23:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул. Пречистенка, д. 24/1","55,672778","37,45831","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,ул. Домодедовская 44,"55,674575","37,760225","4,8",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"Филёвский б-р, д. 12 стр. 2","55,67523","37,545923","4,9",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
п. Октябрьский,"ул. Ленина, д. 25","55,6754609364541","37,4692362421203",5,Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Реутов,Юбилейный пр-т 47,"55,675514","37,597288","4,7",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
Москва,"ул.Малыгина, д.5 корп.1","55,679428","37,533885","4,3",Закроется в 22:00,Вкусвилл,100 бонусов за 1кг,Пластик; Бумага; Алюминий; Жесть; Стекло
